,start,end,duration,text
412,00:15:02.000,00:15:03.000,1.0, which tree you choose.
413,00:15:03.000,00:15:04.000,1.0, These entities
414,00:15:04.000,00:15:05.000,1.0, not only hate you
415,00:15:05.000,00:15:06.000,1.0, and the fact
416,00:15:06.000,00:15:07.000,1.0, the demons means wisdom
417,00:15:07.000,00:15:08.000,1.0, they're smarter than you.
418,00:15:08.000,00:15:09.000,1.0, You're not going to
419,00:15:09.000,00:15:10.000,1.0, outsmart them.
420,00:15:10.000,00:15:11.000,1.0, The reason you're told
421,00:15:11.000,00:15:12.000,1.0, not to deal with them
422,00:15:12.000,00:15:13.000,1.0, is because they will win.
423,00:15:13.000,00:15:14.000,1.0, There are no deals
424,00:15:14.000,00:15:15.000,1.0, between devils and men.
425,00:15:15.000,00:15:16.000,1.0, None.
426,00:15:16.000,00:15:17.000,1.0, You will lose that deal
427,00:15:17.000,00:15:18.000,1.0, and they will come out
428,00:15:18.000,00:15:19.000,1.0, on their podiums
429,00:15:19.000,00:15:20.000,1.0, looking like that
430,00:15:20.000,00:15:21.000,1.0, and laughing.
431,00:15:21.000,00:15:22.000,1.0, We got you man.
432,00:15:22.000,00:15:23.000,1.0, Once you hit that
433,00:15:23.000,00:15:24.000,1.0, little Shokut Kokid
434,00:15:24.000,00:15:25.000,1.0, on reality
435,00:15:25.000,00:15:26.000,1.0, you see those little guys
436,00:15:26.000,00:15:27.000,1.0, coming out on the podium
437,00:15:27.000,00:15:28.000,1.0, are you falling downwards?
438,00:15:28.000,00:15:29.000,1.0, Game over.
439,00:15:29.000,00:15:30.000,1.0, These entities
440,00:15:30.000,00:15:31.000,1.0, not only hate you
441,00:15:31.000,00:15:32.000,1.0, they wish they could be you.
442,00:15:32.000,00:15:33.000,1.0, That's why they hate you
443,00:15:33.000,00:15:34.000,1.0, that much.
444,00:15:34.000,00:15:35.000,1.0, Here's the Enki
445,00:15:35.000,00:15:36.000,1.0, over here.
446,00:15:36.000,00:15:37.000,1.0, Speaking of things
447,00:15:37.000,00:15:38.000,1.0, coming out of thin air
448,00:15:38.000,00:15:39.000,1.0, and it's just one set
449,00:15:39.000,00:15:40.000,1.0, of two pages
450,00:15:40.000,00:15:41.000,1.0, of this book by the way.
451,00:15:41.000,00:15:42.000,1.0, Stepping through a portal
452,00:15:42.000,00:15:43.000,1.0, of the abyss
453,00:15:43.000,00:15:44.000,1.0, with the crow
454,00:15:44.000,00:15:45.000,1.0, notice he's wearing
455,00:15:45.000,00:15:46.000,1.0, he's got the crow there.
456,00:15:46.000,00:15:47.000,1.0, These are all
457,00:15:47.000,00:15:48.000,1.0, the witches symbols
458,00:15:48.000,00:15:49.000,1.0, of today
459,00:15:49.000,00:15:50.000,1.0, even at Halloween.
460,00:15:50.000,00:15:51.000,1.0, You got the witch
461,00:15:51.000,00:15:52.000,1.0, with the magic brew
462,00:15:52.000,00:15:53.000,1.0, with the frogs popping out.
463,00:15:53.000,00:15:54.000,1.0, All these symbols
464,00:15:54.000,00:15:55.000,1.0, come from the ancient pagan world.
465,00:15:55.000,00:15:56.000,1.0, He's stepping through
466,00:15:56.000,00:15:57.000,1.0, the Ebzu
467,00:15:57.000,00:15:58.000,1.0, with the little fishes in there.
468,00:15:58.000,00:15:59.000,1.0, He's got the
469,00:15:59.000,00:16:00.000,1.0, that's the illusory
470,00:16:00.000,00:16:01.000,1.0, tree of life on his head
471,00:16:01.000,00:16:02.000,1.0, is what that symbol
472,00:16:02.000,00:16:03.000,1.0, is meant to represent.
473,00:16:03.000,00:16:04.000,1.0, It's also where you get
474,00:16:04.000,00:16:05.000,1.0, the witch's hat
475,00:16:05.000,00:16:06.000,1.0, of this modern age.
476,00:16:06.000,00:16:07.000,1.0, The crow the raven
477,00:16:07.000,00:16:08.000,1.0, is not only highly regarded
478,00:16:08.000,00:16:09.000,1.0, by the occult today
479,00:16:09.000,00:16:10.000,1.0, but is the bird
480,00:16:10.000,00:16:11.000,1.0, deified
481,00:16:11.000,00:16:12.000,1.0, made a god
482,00:16:12.000,00:16:13.000,1.0, by both the epic
483,00:16:13.000,00:16:14.000,1.0, of Gilgamesh
484,00:16:14.000,00:16:15.000,1.0, flood account
485,00:16:15.000,00:16:16.000,1.0, and the Eridu genesis.
486,00:16:16.000,00:16:17.000,1.0, Eridu is where
487,00:16:17.000,00:16:18.000,1.0, the Tower of Babel was.
488,00:16:18.000,00:16:19.000,1.0, You have two birds
489,00:16:19.000,00:16:20.000,1.0, that were released.
490,00:16:20.000,00:16:21.000,1.0, The epic of Gilgamesh
491,00:16:21.000,00:16:22.000,1.0, and the Sumerian texts
492,00:16:22.000,00:16:23.000,1.0, all glorify
493,00:16:23.000,00:16:24.000,1.0, the crow
494,00:16:24.000,00:16:25.000,1.0, the raven
495,00:16:25.000,00:16:26.000,1.0, the falcon.
496,00:16:26.000,00:16:27.000,1.0, The Bible
497,00:16:27.000,00:16:28.000,1.0, glorifies the dove.
498,00:16:28.000,00:16:29.000,1.0, Again
499,00:16:29.000,00:16:30.000,1.0, you're back
500,00:16:30.000,00:16:31.000,1.0, you're always back
501,00:16:31.000,00:16:32.000,1.0, to the two trees.
502,00:16:32.000,00:16:33.000,1.0, Choose to stay
503,00:16:33.000,00:16:34.000,1.0, who you serve.
504,00:16:34.000,00:16:35.000,1.0, Now if we look
505,00:16:35.000,00:16:36.000,1.0, at Job 1
506,00:16:36.000,00:16:37.000,1.0, okay so Noah
507,00:16:37.000,00:16:38.000,1.0, opened the door
508,00:16:38.000,00:16:39.000,1.0, and he sent out a raven
509,00:16:39.000,00:16:40.000,1.0, and it kept flying
510,00:16:40.000,00:16:41.000,1.0, to and fro.
511,00:16:41.000,00:16:42.000,1.0, That's a direct quote
512,00:16:42.000,00:16:43.000,1.0, from Genesis 8.
513,00:16:43.000,00:16:44.000,1.0, Now if we read
514,00:16:44.000,00:16:45.000,1.0, to Job 1 6
515,00:16:45.000,00:16:46.000,1.0, it says
516,00:16:46.000,00:16:47.000,1.0, always notice the numbers
517,00:16:47.000,00:16:48.000,1.0, verse 6
518,00:16:48.000,00:16:49.000,1.0, the Beneha Elohim
519,00:16:49.000,00:16:50.000,1.0, that means the angels
520,00:16:50.000,00:16:51.000,1.0, came to present themselves
521,00:16:51.000,00:16:52.000,1.0, before the Lord
522,00:16:52.000,00:16:53.000,1.0, and Satan
523,00:16:53.000,00:16:54.000,1.0, was amongst them.
524,00:16:54.000,00:16:55.000,1.0, And the Lord
525,00:16:55.000,00:16:56.000,1.0, said to Satan
526,00:16:56.000,00:16:57.000,1.0, the accuser of the brethren
527,00:16:57.000,00:16:58.000,1.0, where havest thou come?
528,00:16:58.000,00:16:59.000,1.0, And Satan
529,00:16:59.000,00:17:00.000,1.0, answered the Lord
530,00:17:00.000,00:17:01.000,1.0, from roaming
531,00:17:01.000,00:17:02.000,1.0, the earth
532,00:17:02.000,00:17:03.000,1.0, and from going
533,00:17:03.000,00:17:04.000,1.0, to and fro
534,00:17:04.000,00:17:05.000,1.0, in it.
535,00:17:05.000,00:17:06.000,1.0, Just like the dark crow.
536,00:17:06.000,00:17:07.000,1.0, We're going to close there
537,00:17:07.000,00:17:08.000,1.0, the representative
538,00:17:08.000,00:17:09.000,1.0, of the crow.
539,00:17:09.000,00:17:10.000,1.0, These are
540,00:17:10.000,00:17:11.000,1.0, and we're going to
541,00:17:11.000,00:17:12.000,1.0, go over some more
542,00:17:12.000,00:17:13.000,1.0, of this stuff
543,00:17:13.000,00:17:14.000,1.0, including the signs
544,00:17:14.000,00:17:15.000,1.0, and the heavens
545,00:17:15.000,00:17:16.000,1.0, and all of this
546,00:17:16.000,00:17:17.000,1.0, what the occult
547,00:17:17.000,00:17:18.000,1.0, I believe it's important
548,00:17:18.000,00:17:19.000,1.0, for you to understand
549,00:17:19.000,00:17:21.000,2.0, what the occult believes.
550,00:17:21.000,00:17:22.000,1.0, The history
551,00:17:22.000,00:17:23.000,1.0, has always been the same
552,00:17:23.000,00:17:25.000,2.0, between the Torah
553,00:17:25.000,00:17:26.000,1.0, or the Bible
554,00:17:26.000,00:17:28.000,2.0, and the occult.
555,00:17:28.000,00:17:29.000,1.0, They're the same.
556,00:17:29.000,00:17:30.000,1.0, And when you say demonic
557,00:17:30.000,00:17:31.000,1.0, you're really saying
558,00:17:31.000,00:17:32.000,1.0, man based.
559,00:17:32.000,00:17:33.000,1.0, So when you're saying
560,00:17:33.000,00:17:34.000,1.0, the doctrines of devils
561,00:17:34.000,00:17:35.000,1.0, you're really saying
562,00:17:35.000,00:17:37.000,2.0, the doctors of men.
563,00:17:37.000,00:17:38.000,1.0, You have the Lord
564,00:17:38.000,00:17:39.000,1.0, and you have the doctrines
565,00:17:39.000,00:17:40.000,1.0, of men
566,00:17:40.000,00:17:41.000,1.0, the doctrines of devils.
567,00:17:41.000,00:17:42.000,1.0, When Jesus stood out there
568,00:17:42.000,00:17:43.000,1.0, on the ship
569,00:17:43.000,00:17:44.000,1.0, and he was actually
570,00:17:44.000,00:17:45.000,1.0, the disciples
571,00:17:45.000,00:17:46.000,1.0, were terrified.
572,00:17:46.000,00:17:47.000,1.0, Just like many
573,00:17:47.000,00:17:48.000,1.0, are terrified right now
574,00:17:48.000,00:17:49.000,1.0, in these hours.
575,00:17:49.000,00:17:50.000,1.0, And the ship was rocking
576,00:17:50.000,00:17:51.000,1.0, and they thought
577,00:17:51.000,00:17:52.000,1.0, oh it's going to go down
578,00:17:52.000,00:17:53.000,1.0, every sign says
579,00:17:53.000,00:17:54.000,1.0, it's going to go down
580,00:17:54.000,00:17:55.000,1.0, and where does it say Jesus was?
581,00:17:55.000,00:17:56.000,1.0, He was asleep
582,00:17:56.000,00:17:57.000,1.0, in the bottom of the boat.
583,00:17:57.000,00:17:58.000,1.0, They only came and got him
584,00:17:58.000,00:17:59.000,1.0, when they needed him.
585,00:17:59.000,00:18:00.000,1.0, When it looked desperate.
586,00:18:00.000,00:18:01.000,1.0, What did he say?
587,00:18:01.000,00:18:02.000,1.0, He said we're dying man.
588,00:18:02.000,00:18:03.000,1.0, They've got Jesus on the boat.
589,00:18:03.000,00:18:04.000,1.0, They've seen all these miracles
590,00:18:04.000,00:18:06.000,2.0, just like the Hebrews did
591,00:18:06.000,00:18:07.000,1.0, in the Exodus.
592,00:18:07.000,00:18:08.000,1.0, The waters are parted
593,00:18:08.000,00:18:09.000,1.0, and they're out there
594,00:18:09.000,00:18:10.000,1.0, making a cow.
595,00:18:10.000,00:18:11.000,1.0, We're dying.
596,00:18:11.000,00:18:12.000,1.0, We're going to die.
597,00:18:12.000,00:18:13.000,1.0, We're all going to die.
598,00:18:13.000,00:18:14.000,1.0, That's the guy
599,00:18:14.000,00:18:15.000,1.0, that's been raising people
600,00:18:15.000,00:18:16.000,1.0, from the dead.
601,00:18:16.000,00:18:18.000,2.0, Oh ye of little faith.
602,00:18:18.000,00:18:19.000,1.0, Then he walks out there
603,00:18:19.000,00:18:20.000,1.0, in the bow of the boat.
604,00:18:20.000,00:18:21.000,1.0, It says the winds
605,00:18:21.000,00:18:22.000,1.0, and the waves.
606,00:18:22.000,00:18:23.000,1.0, The winds always represent
607,00:18:23.000,00:18:24.000,1.0, the doctrines.
608,00:18:24.000,00:18:25.000,1.0, All words have a literal
609,00:18:25.000,00:18:26.000,1.0, and a symbolic meaning.
610,00:18:26.000,00:18:27.000,1.0, All words.
611,00:18:27.000,00:18:28.000,1.0, Particularly in the Bible.
612,00:18:28.000,00:18:29.000,1.0, The winds represent
613,00:18:29.000,00:18:30.000,1.0, the doctrines of men.
614,00:18:30.000,00:18:31.000,1.0, The doctrines of devils.
615,00:18:31.000,00:18:33.000,2.0, The winds were violent.
616,00:18:33.000,00:18:34.000,1.0, And the waves.
617,00:18:34.000,00:18:36.000,2.0, Waves represent the oceans.
618,00:18:36.000,00:18:37.000,1.0, And Jesus walked
619,00:18:37.000,00:18:38.000,1.0, to the bow of the boat.
620,00:18:38.000,00:18:39.000,1.0, The front head of the boat.
621,00:18:39.000,00:18:40.000,1.0, And he said
622,00:18:40.000,00:18:41.000,1.0, peace be still.
623,00:18:41.000,00:18:43.000,2.0, And both obeyed him.
624,00:18:43.000,00:18:44.000,1.0, I speak right now
625,00:18:44.000,00:18:45.000,1.0, in this video.
626,00:18:45.000,00:18:46.000,1.0, You're not there.
627,00:18:46.000,00:18:47.000,1.0, You're not to the end time
628,00:18:47.000,00:18:48.000,1.0, part of this story yet.
629,00:18:48.000,00:18:49.000,1.0, The end time revolves
630,00:18:49.000,00:18:50.000,1.0, around Israel.
631,00:18:50.000,00:18:51.000,1.0, You're not there yet.
632,00:18:51.000,00:18:52.000,1.0, You're what has always
633,00:18:52.000,00:18:53.000,1.0, been in the world.
634,00:18:53.000,00:18:54.000,1.0, The Lord's about to bring
635,00:18:54.000,00:18:55.000,1.0, some things that he's
636,00:18:55.000,00:18:56.000,1.0, been talking about
637,00:18:56.000,00:18:57.000,1.0, since the beginning
638,00:18:57.000,00:18:58.000,1.0, of the book.
639,00:18:58.000,00:19:00.000,2.0, Together like a perfect glove.
640,00:19:00.000,00:19:01.000,1.0, And the Lord God said
641,00:19:01.000,00:19:02.000,1.0, the man has now
642,00:19:02.000,00:19:04.000,2.0, become one of us.
643,00:19:04.000,00:19:05.000,1.0, That's because
644,00:19:05.000,00:19:06.000,1.0, what you're looking at
645,00:19:06.000,00:19:07.000,1.0, in the opening of Genesis
646,00:19:07.000,00:19:08.000,1.0, is that God's being
647,00:19:08.000,00:19:10.000,2.0, represented in a triplicate.
648,00:19:10.000,00:19:11.000,1.0, Triplicate.
649,00:19:11.000,00:19:12.000,1.0, I'll explain that more
650,00:19:12.000,00:19:13.000,1.0, in detail as well.
651,00:19:13.000,00:19:15.000,2.0, He must not be allowed
652,00:19:15.000,00:19:16.000,1.0, to reach out his hand
653,00:19:16.000,00:19:18.000,2.0, and take from the tree of life
654,00:19:18.000,00:19:20.000,2.0, eat and live forever.
655,00:19:20.000,00:19:21.000,1.0, Be bound to sin.
656,00:19:21.000,00:19:22.000,1.0, The nekosh.
657,00:19:22.000,00:19:23.000,1.0, The arom.
658,00:19:23.000,00:19:24.000,1.0, Forever.
659,00:19:24.000,00:19:25.000,1.0, So the Lord God
660,00:19:25.000,00:19:26.000,1.0, banished him from the garden
661,00:19:26.000,00:19:27.000,1.0, of Eden
662,00:19:27.000,00:19:28.000,1.0, to work the ground
663,00:19:28.000,00:19:30.000,2.0, from which he had been taken.
664,00:19:30.000,00:19:31.000,1.0, And after he drove
665,00:19:31.000,00:19:32.000,1.0, the man out
666,00:19:32.000,00:19:33.000,1.0, he placed
667,00:19:33.000,00:19:35.000,2.0, on the east side
668,00:19:35.000,00:19:36.000,1.0, of the garden
669,00:19:36.000,00:19:37.000,1.0, of Eden
670,00:19:37.000,00:19:38.000,1.0, cherubim
671,00:19:38.000,00:19:41.000,3.0, and a flaming sword.
672,00:19:41.000,00:19:42.000,1.0, The sword.
673,00:19:42.000,00:19:43.000,1.0, The sword is the Bible.
674,00:19:43.000,00:19:45.000,2.0, The sword is the truth.
675,00:19:45.000,00:19:47.000,2.0, The flesh this way and that.
676,00:19:47.000,00:19:49.000,2.0, This way and back and forth.
677,00:19:49.000,00:19:51.000,2.0, To guard the way
678,00:19:51.000,00:19:53.000,2.0, to the tree of life.
679,00:19:53.000,00:19:54.000,1.0, Jesus said
680,00:19:54.000,00:19:56.000,2.0," so the sword is the truth, right?"
681,00:19:56.000,00:19:57.000,1.0, To guard the way
682,00:19:57.000,00:19:59.000,2.0, to the tree of life.
683,00:19:59.000,00:20:01.000,2.0, The way to the tree of life.
684,00:20:01.000,00:20:03.000,2.0, What did Jesus always say?
685,00:20:03.000,00:20:05.000,2.0, I am the way
686,00:20:05.000,00:20:06.000,1.0, the truth
687,00:20:06.000,00:20:07.000,1.0, and the life.
688,00:20:07.000,00:20:09.000,2.0, No man cometh before the Father
689,00:20:09.000,00:20:11.000,2.0, goes to that tree of life
690,00:20:11.000,00:20:13.000,2.0, but by me
691,00:20:13.000,00:20:15.000,2.0, Jesus Christ.
692,00:20:15.000,00:20:16.000,1.0, We're going to stop there
693,00:20:16.000,00:20:18.000,2.0, on that version
694,00:20:18.000,00:20:20.000,2.0, of walking through these.
695,00:20:20.000,00:20:21.000,1.0, I'm going to have
696,00:20:21.000,00:20:22.000,1.0, I'm going to take you through
697,00:20:22.000,00:20:24.000,2.0, the Tiamat
698,00:20:24.000,00:20:25.000,1.0, and the snake
699,00:20:25.000,00:20:26.000,1.0, as it makes its way
700,00:20:26.000,00:20:27.000,1.0, through history
701,00:20:27.000,00:20:28.000,1.0, as we continue
702,00:20:28.000,00:20:29.000,1.0, in the partner section
703,00:20:29.000,00:20:31.000,2.0, at GodInANutshell.com
704,00:20:31.000,00:20:32.000,1.0, God bless
705,00:20:32.000,00:20:34.000,2.0, every last one of you
706,00:20:34.000,00:20:36.000,2.0, and your families
707,00:20:36.000,00:20:37.000,1.0, on the other side
708,00:20:37.000,00:20:39.000,2.0, of the screen.
